,Term_NDoc_Date,Sentence
1986,18_154_2016-02-17,"Voraussetzungen geschaffen, dass wir schnellere Ausweisungen straffälliger Flüchtlinge realisieren können."
1987,18_154_2016-02-17,"Auch die Briten, die gegen die EU sind – das zeigen ja Umfragen –, machen sich vor allem Sorgen um die sozialen Folgen von Zuwanderung, um Lohndumping und um Wohnungsmangel."
1988,18_154_2016-02-17,Sie haben gerade wieder über die Bekämpfung von Fluchtursachen gesprochen.
1989,18_154_2016-02-17,Sie haben über die Gefahren des Terrorismus gesprochen.
1990,18_154_2016-02-17,"Wir werden keine Einigung akzeptieren, die einzelnen Mitgliedsländern ein Veto gegen weitere Integrationsschritte gibt."
1991,18_154_2016-02-17,"Es kann  nicht sein, dass Nicht-Euro-Staaten die Integration der Euro-Zone blockieren dürfen."
1992,18_154_2016-02-17,In dieser Geschwindigkeit kann der Zuzug nicht weitergehen.
1993,18_154_2016-02-17,"Wir brauchen auch Zeit, um die Voraussetzungen für Integration zu schaffen."
1994,18_154_2016-02-17,"Ich finde, dass das Konzept der Regierung, wie es die Kanzlerin vorgestellt hat, noch immer richtig ist:  Wir wollen erstens die Fluchtursachen bekämpfen und die Lage der Flüchtlinge in der Krisenregion verbessern."
1995,18_154_2016-02-17,Dazu muss mittelfristig auch ein zweistelliger Milliardenbetrag aus dem EU-Haushalt zur Bekämpfung der Fluchtursachen gehören.
1996,18_154_2016-02-17,"Richtig ist, dass sich nach Artikel 16 a Absatz 2 des Grundgesetzes niemand auf das Asylrecht berufen kann, der aus einem Mitgliedstaat der Europäischen Gemeinschaft einreist."
1997,18_154_2016-02-17,"Sie kann jederzeit ein Asylverfahren an sich ziehen, auch dann, wenn dafür nach den Dublin-III-Regeln ein anderer europäischer Staat zuständig wäre."
1998,18_154_2016-02-17,Der Innenminister bekommt die Asylverfahren auch nach einem Jahr nicht in den Griff.
1999,18_154_2016-02-17,"Die Asylpakete werden nummeriert, weil man sonst den Überblick verliert."
2000,18_154_2016-02-17,"Noch weniger erreichen sie das, was eigentlich so dringend notwendig wäre, nämlich die Integration."
2001,18_154_2016-02-17,"Das ist die Fluchtursache, die wir selbst mit zu verantworten haben."
2002,18_154_2016-02-17,In dieser Woche werden wir hier im Deutschen Bundestag das Asylpaket II beraten und nächste Woche verabschieden.
2003,18_154_2016-02-17,"Kanzlerin will Fluchtursachen bekämpfen usw., aber Sie erwähnen mit keinem Wort, dass Millionen von Kleinwaffen aus Ihrem Wahlkreis exportiert werden, wovon die CDU durch Wahlspenden direkt profitiert."
2004,18_154_2016-02-17,"Solange Sie zu den Rüstungsexporten nichts sagen, müssen Sie zum ganzen Thema Fluchtursachen schweigen."
2005,18_154_2016-02-17,"Ich glaube, dass es im Interesse aller vier Fraktionen hier in diesem Hause ist, dass wir gemeinsam einem Nationalismus in den Staaten wie in der Gemeinschaft widerstehen, dass wir uns ihm entgegensetzen, liebe Kolleginnen und Kollegen."
2006,18_154_2016-02-17,Mitterrand hat zu Recht gesagt: „Nationalismus heißt Krieg“.
2007,18_154_2016-02-17,"Wir haben eine ganze Menge auf den Weg gebracht: das Asylpaket I und jetzt auch das Asylpaket II – wir werden es in dieser Woche in erster Lesung beraten, und nächste Woche steht sein Abschluss bevor – mit Maßnahmen, die dazu dienen können, die Flüchtlingszahlen zu begrenzen."
2008,18_154_2016-02-17,"Es kann nicht angehen, dass wir Erleichterungen bei der Abschiebung beschließen und die Bundesländer, die dafür zuständig sind, diese Erleichterungen dann nicht annehmen und das, was beschlossen ist, nicht umsetzen, meine Damen und Herren."
2009,18_154_2016-02-17,"Wir könnten die Einstufung der Maghreb-Staaten als sichere Herkunftsstaaten genauso zügig umsetzen, wie wir es beim Asylpaket II tun."
2010,18_154_2016-02-17,"Wir haben seit 2005 die Übung, dass wir einmal in der Legislaturperiode einen solchen Tragfähigkeitsbericht erstellen, der für den öffentlichen Gesamthaushalt – also Bund, Länder und Kommunen plus die gesetzlichen Sozialversicherungen – mit der Perspektive auf das Jahr 2060 unter Berücksichtigung der absehbaren Veränderungen in der Bevölkerungsstruktur und bei Unterstellung, dass die gesetzlichen Rahmenbedingungen nicht verändert werden, ausweisen soll, wie sich dieser öffentliche Gesamthaushalt entwickelt."
2011,18_154_2016-02-17,"Das sind die wesentlichen Stellschrauben, die wir berücksichtigen können und die auch im Bericht im Einzelnen ausgewiesen werden."
2012,18_154_2016-02-17,"Alle Maßnahmen, die im Koalitionsvertrag nicht als vorrangiger Bedarf ausgewiesen sind, müssen aus den jeweiligen Einzelhaushalten finanziert werden."
2013,18_154_2016-02-17,"Vor dem Hintergrund, dass wir in vielen Fällen nicht wissen, was in den nächsten zwei, drei Jahren passiert, wie sich die Konjunktur entwickelt, wie es mit den Flüchtlingen weitergeht und, und, und – bekanntlich kann jeder mit Excel einen Trend auf einen Zeitraum von 20, 30 oder 40 Jahren verlängern und kommt zu irgendeinem Ergebnis –, möchte ich gerne erfahren, was Sie in der Frage der Zuwanderung modelliert haben."
2014,18_154_2016-02-17,"Ich habe gehört, einmal geht man von 100 000 Zuwanderern pro Jahr aus, alternativ von 200 000."
2015,18_154_2016-02-17,"Wie sieht es aus, wenn es 300 000 Zuwanderer sein werden?"
2016,18_154_2016-02-17,"Das würde dazu führen, dass beispielsweise bei einem Asylantrag in Deutschland eine positive Entscheidung getroffen werden könnte."
2017,18_154_2016-02-17,"Aber angesichts der Tatsache, dass die Anerkennungsquote bei Flüchtlingen aus Afghanistan im Asylverfahren 47 Prozent beträgt, würde ich niemals von großer Sicherheit in ganz Afghanistan sprechen."
2018,18_154_2016-02-17,Die NATO-Mission dient der Unterstützung der Aktivitäten gegen die Schlepperkriminalität.
2019,18_154_2016-02-17,"Es sind die Schlepper, die mit der Not der Menschen Millionen und Milliarden verdienen."
2020,18_154_2016-02-17,"Berlin, Mittwoch, den 17. Februar 201615162  (A) (C)  (B) (D)  nur ein einziger Schlepper aufhalten könnte – dass sie möglicherweise lebensmüde sind, weil sie ja wissen, wie gefährlich das ist –, oder ist es nicht so, dass dieser NATO-Einsatz in Wirklichkeit allein dazu dient, die Flüchtlinge in die Türkei zurückbringen zu lassen oder, wenn man sie aus dem Wasser fischt, selber in die Türkei zurückzuholen, also zu verhindern, dass Flüchtlinge nach Europa, insbesondere nach Griechenland, kommen und dass deshalb das Argument „Schlepper“ nur ein Vorwand ist?"
2021,18_154_2016-02-17,"Ich habe schon darauf hingewiesen, dass die wesent liche Gefahr für die Flüchtlinge in der Tat von den verantwortungslosen Machenschaften der Schlepperbanden ausgeht, und dafür wird auch noch Geld bezahlt."
2022,18_154_2016-02-17,"Im Gegenzug bekundet die Türkei ihre Absicht, unter anderem die Kapazitäten ihrer Küstenwache zu erhöhen, die Verfahren bei Rückübernahme von nicht schutzbedürftigen Migranten zu beschleunigen und Maßnahmen zu ergreifen, um die Teilhabe von Flüchtlingen auch am Wirtschaftsleben in der Türkei zu erhöhen."
2023,18_154_2016-02-17,"Die Frage ist im Kontext der Reise unseres – unser aller – Bundesministers Thomas de Maizière nach Afghanistan vom 31. Januar 2016 bis 2. Februar 2016 gestellt, und es geht hier um die Vereinbarung eines gemeinsamen Vorgehens zur Rückführung abgelehnter afghanischer Asylbewerber."
2024,18_154_2016-02-17,"Im Asylverfahren erfolgt immer eine Einzelfallprüfung, bei der die konkrete Situation berücksichtigt wird."
2025,18_154_2016-02-17,"Ich gehe fest davon aus, dass die Zahl der Rückkehrer aus Deutschland – sowohl freiwillige Rückkehrer als auch Rückkehrer durch Abschiebungen, wenn sie denn nötig sind – in der nächsten Zeit nicht in einer Größenordnung sein wird, die die Stabilität des Landes in irgendeiner Weise gefährden kann."
2026,18_154_2016-02-17,"Heißt das, die Bundesregierung teilt nicht die Auffassung des Fraktionsvorsitzenden Thomas Oppermann, dass es sich um eine rechtmäßige Entscheidung gehandelt hat, die sowohl vom Asylgesetz gedeckt ist – § 18 ist es, glaube ich –, was den Grenzübertritt betrifft, als auch von dem Selbsteintrittsrecht nach der Dublin-III-Verordnung?"
2027,18_154_2016-02-17,"Es gibt zunächst einmal das Asylgesetz, das hierbei eine Rolle spielt, und das ist mit dem europäischen Recht zusammen zu lesen und wird zum Teil auch dadurch überlagert."
2028,18_154_2016-02-17,"In jedem Asylverfahren wird weiterhin eine persönliche Anhörung durchgeführt, in der der Antragsteller seine Situation im Herkunftsstaat vortragen und gegebenenfalls seinen Anspruch auf einen Schutzstatus in Deutschland belegen kann, natürlich auch mit den Argumenten, die Sie in Ihrer Frage ansprechen."
2029,18_154_2016-02-17,"Staatssekretär beim Bundesminister des Innern:  „Sicherer Herkunftsstaat“ ist ein Begriff des nationalen Rechts, des nationalen Asylrechts."
2030,18_154_2016-02-17,"Angesichts der bisherigen Vorgaben seitens der NATO ist es nicht beabsichtigt, Zwangsbefugnisse gegen Schiffe und Boote mit Migranten an Bord auszuüben."
2031,18_154_2016-02-17,"Diese Dschihadisten sind der syrische Ableger der al-Qaida, also der islamistischen Terrororganisation, deren Führer Osama Bin Laden war und derentwegen die USA vor 15 Jahren den weltweiten Krieg gegen den Terror begonnen haben, meine Damen und Herren – eine Gruppe,  die in Sachen Terror und Kopf-ab-Islam mit den barbarischen Grausamkeiten des IS konkurriert."
2032,18_154_2016-02-17,"Dennoch darf uns das nicht den Blick darauf verstellen, dass sich die Türkei Sorgen um den Bestand ihres eigenen Landes macht, der auch durch verschiedene  kurdische Gruppen, durch kurdischen Terrorismus gefährdet ist."
2033,18_154_2016-02-17,Insofern werden auch keine Migranten „aufgegriffen“.
2034,18_154_2016-02-17,Maßnahmen wie das Zurückdrängen von Schiffen und das An-Bord-Gehen sowie das Festnehmen von Schleppern etc. aufschlüsseln)?
2035,18_154_2016-02-17,"Mit welcher Begründung sollen im Gegensatz zu den im Rahmen der EU-Mission EUNAVFOR MED aus Seenot geretteten Schutzsuchenden, die zur Durchführung eines Asylverfahrens in die EU verbracht werden, die im Rahmen der  NATO-Mission in der Ägäis geretteten Personen, die zwar aus der Türkei gekommen sind, aber in griechischen Gewässern aufgegriffen wurden, in die Türkei zurückverbracht werden, und wie genau lautet die diesbezüglich mit der Türkei getroffene Vereinbarung (www.spiegel.de/politik/ausland/ fluechtlinge-nato-startet-einsatz-gegen-schlepper-in-aegaeis-a-1076912.html)?"
2036,18_154_2016-02-17,"Der erste Teil der Frage spricht das Problem an, vor dem Hintergrund steigender Teilnehmerzahlen genügend qualifizierte Lehrkräfte für Integrationskurse zu finden."
2037,18_154_2016-02-17,Zur Deckung des Lehrkräftebedarfs in Integrationskursen hat das Bundesamt für Migration und Flüchtlinge (BAMF) die Zulassungsvoraussetzungen für Lehrkräfte modifiziert.
2038,18_154_2016-02-17,"Ferner hat das BAMF zum 1. Januar 2016 den Kostenerstattungssatz, den Träger für die Durchführung von Integrationskursen je Teilnehmer und Unterrichtseinheit erhalten, von 2,94 Euro auf 3,10 Euro erhöht."
2039,18_154_2016-02-17,"Bei einem Kostenerstattungssatz von 3,10 Euro erhalten damit Träger beispielsweise bei 25 maximal in allgemeinen Integrationskursen zulässigen Teilnehmern 77,50 Euro pro Unterrichtseinheit."
2040,18_154_2016-02-17,Die zweite Teilfrage spricht Wartezeiten bei der Asylantragstellung und Auswirkungen beim Integrationskurszugang an.
2041,18_154_2016-02-17,Das gilt besonders für den Spracherwerb als Grundlage für Integration.
2042,18_154_2016-02-17,"Mit Blick auf den Integrationskurszugang von Asylsuchenden mit guter Bleibeperspektive wird das BAMF übergangsweise ein Verfahren anwenden, das eine Kursteilnahme vor Stellung des förmlichen Asylantrages ermöglicht, ohne auf die Dublinprüfung zu verzichten."
2043,18_154_2016-02-17,"Sobald sich die Antragsstellung beim BAMF beschleunigt, wird ohnehin die frühe Integrationskurszulassung erfolgen."
2044,18_154_2016-02-17,"Staatssekretärs Dr. Günter Krings auf die Frage der Abgeordneten Corinna Rüffer (BÜNDNIS 90/DIE GRÜNEN) (Drucksache 18/7509, Frage 13):  Wann sollen nach Kenntnis der Bundesregierung in Rheinland-Pfalz neben Trier noch an weiteren Standorten (bitte Standorte nennen) vom Bundesamt für Migration und Flüchtlinge (BAMF) betriebene sogenannte Ankunftszentren errichtet werden, die täglich innerhalb von 48 Stunden über den Aufenthaltsstatus von Asylbewerberinnen und Asylbewerbern entscheiden sollen, und wie viele Asylbewerberinnen und Asylbewerber sollen nach Planung des BAMF in Zukunft täglich am jeweiligen Standort empfangen werden (bitte nach Standorten aufschlüsseln)?"
2045,18_154_2016-02-17,"Das Bundesamt für Migration und Flüchtlinge (BAMF) hat zur Implementierung des neuen Ablaufs des Asylverfahrens mit jedem Bundesland Gespräche  geführt, um einen abgestimmten Vorgehensplan zu den Standorten BAMF/Land zu entwickeln."
2046,18_154_2016-02-17,Für Rheinland-Pfalz ist im Zielsystem ein täglicher Zugang von 400 Asylsuchenden in das Asylverfahren vorgesehen.
2047,18_154_2016-02-17,Die genaue Verteilung der Asylsuchenden auf diese Standorte ist aktuell noch nicht festgelegt.
2048,18_154_2016-02-17,"Es handelt sich bei den Verfahren in den Ankunftszentren um beschleunigte Verfahren, bei denen sich die Beschleunigung als Folge der optimierten Zusammenarbeit der Akteure und der Reduzierung der Wartezeiten für den Asylsuchenden ergibt."
2049,18_154_2016-02-17,"Staatssekretärs Dr. Günter Krings auf die Frage der Abgeordneten Ulla Jelpke (DIE LINKE) (Drucksache 18/7509, Frage 15):  Wie hoch war die Zahl der im EASY-System registrierten Asylsuchenden in den Monaten Dezember 2015 bzw. Januar 2016 (bitte differenzieren und zudem nach den vier  Deutscher Bundestag – 18. Wahlperiode – 154. Sitzung."
2050,18_154_2016-02-17,Diese Regelungen können auch zur beruflichen Integration von Flüchtlingen und von nach Deutschland migrierten Menschen genutzt werden.
2051,18_155_2016-02-18,Dabei handelt es sich unter anderem um das Asylpaket II.
2052,18_155_2016-02-18,Diese Bankenunion ist ein Meilenstein der europäischen Integration.
2053,18_155_2016-02-18,Im brandenburgischen Bad Belzig haben Jugendliche eine hochschwangere Asylbewerberin aus Somalia zusammengeschlagen.
2054,18_155_2016-02-18,Im schleswig-holsteinischen Escheburg etwa zündete ein Finanzbeamter eine geplante Asylunterkunft in der Nachbarschaft an.
2055,18_155_2016-02-18,Rassismus und andere Formen gruppenbezogener Menschenfeindlichkeit haben tragischerweise seit Jahrzehnten einen festen Platz in der Mitte unserer Gesellschaft.
2056,18_155_2016-02-18,"Die übergroße Mehrheit der Menschen in unserem Land erwartet von uns, dass wir davon sprechen, welch offene, bunte und lebenswerte Gesellschaft wir haben, und klar zeigen, dass wir diese offene und lebenswerte Gesellschaft verteidigen und sie weder im Internet noch auf der Straße noch im öffentlichen Diskurs den Hetzern, den Rassisten und den Rechtsradikalen überlassen."
2057,18_155_2016-02-18,"Auch die BKA-Berichte zu Gewalt gegen Asylbewerber und in Asylbewerberunterkünften, die uns  Dr. Anton Hofreiter  Deutscher Bundestag – 18."
2058,18_155_2016-02-18,Warum verschweigen Sie auf den sechs Seiten Ihres Antrags die Gewalt und die Beschimpfung von christlichen Asylbewerbern durch muslimische Asylbewerber?
2059,18_155_2016-02-18,Dort findet wirkliche Integration statt.
2060,18_155_2016-02-18,In diesen Bereichen engagieren sich Millionen von Menschen für die Integration von Asylbewerbern und bekämpfen damit auch den Rechtsextremismus.
2061,18_155_2016-02-18,"Mit den Aufmärschen von Pegida, den selbsternannten Verteidigern des sogenannten Abendlandes, gibt es eine bewegungsförmige Organisation des Rassismus."
2062,18_155_2016-02-18,"Insofern ist es die Pflicht aller Demokratinnen und Demokraten, gegen diesen Rassismus klar und deutlich Flagge zu zeigen."
