,Unnamed: 0,Term_NDoc_Date,Sentence,polarity
3623,3623,18_218_2017-02-16,"Auch die Überweisungen des Bundes an die Länder und Kommunen, die 9,3 Milliarden Euro, reichen nicht aus, um die Integrationskosten vor Ort zu decken.",0.0
3624,3624,18_218_2017-02-16,"Es ist eine schwere Hypothek auf die Zukunft, die Sie mit dieser Art der unzureichenden Integrationspolitik aufnehmen.",0.0
3557,3557,18_211_2017-01-18,"Wieso wurde die Beschattung, obwohl er Thema im Gemeinsamen Terrorismusabwehrzentrum war, im September eingestellt, und das, meine Damen und Herren, zu einem Zeitpunkt, zu dem der marokkanische Geheimdienst Informationen hierhergegeben hat, dass er eben ein Gefahrenpotenzial hat?",0.0
3625,3625,18_218_2017-02-16,"Zusätzlich schüren Sie Ressentiments in diesem Land, fördern die Spaltung dieser Gesellschaft, wenn Sie Flüchtlinge als Lohndrücker einsetzen wollen, indem Sie beispielsweise 100 000  80-Cent-Jobs für Flüchtlinge schaffen oder den Mindestlohn bei Flüchtlingen aussetzen wollen und das alles Integrationsgesetz nennen.",0.0
3554,3554,18_211_2017-01-18,Er ist Präsident der Bundesarbeitsgemeinschaft der Immigrantenverbände in Deutschland.,0.0
3629,3629,18_218_2017-02-16,"Sie nehmen die Themen Integration und Zuwanderung zum Vorwand, um uns hier schon einmal Ihr Bundestagswahlprogramm aufzutischen und eine kleine Generaldebatte vom Zaun zu brechen.",0.0
3630,3630,18_218_2017-02-16,"Noch ein paar Sätze zu dem Thema, das Sie als Vorwand für die heutige Debatte genommen haben, nämlich zur Integrationspolitik.",0.0
3551,3551,18_211_2017-01-18,"Sie fließen in Bildung, Qualifizierung und bessere Versorgung der Geflüchteten, vor allem auch bessere Versorgung und bessere Integration der Kinder.",0.0
3549,3549,18_211_2017-01-18,Sie haben abermals die EU-Türkei-Erklärung zur Migrationspolitik angesprochen.,0.0
3548,3548,18_211_2017-01-18,Unter anderem hat die Europäische Kommission der griechischen Regierung 80 Millionen Euro für Unterkünfte für Umsiedlungskandidaten und Asylsuchende bereitgestellt.,0.0
3546,3546,18_210_2016-12-16,"Erst seit Angela Merkel im Bundeskanzleramt sitzt, ist Integration ganz oben auf der politischen Agenda angekommen.",0.0
3631,3631,18_218_2017-02-16,"Ihre Fraktionschefin und Oppositionsführerin hier im Bundestag hat bereits erkannt – was nicht so schwer ist –, dass man Zuwanderung begrenzen muss, um integrieren zu können.",0.0
3545,3545,18_210_2016-12-16,Man erreicht Integration über tatsächliche Maßnahmen.,0.0
3544,3544,18_210_2016-12-16,"Es ist ein Irrglaube, meine Kolleginnen und Kollegen von der Opposition und von der SPD, zu denken, dass man Integration über einen Ausweis erreicht.",0.0
3632,3632,18_218_2017-02-16,Das wären nach Ihren Vorstellungen für jeden Asylbewerber vom ersten Tag an 1 050 Euro netto im Monat.,0.0
3633,3633,18_218_2017-02-16,"Ich will Ihnen sagen: Damit hätten wir einen solchen Pull-Faktor geschaffen, dass nie wieder ein Asylbewerber auf die Idee käme, in einem anderen Land als in Deutschland einen Asylantrag zu stellen.",0.0
3634,3634,18_218_2017-02-16,Es gäbe eine explosionsartige Zuwanderung in unsere Sozialsysteme mit allen Folgen.,0.0
3540,3540,18_210_2016-12-16,Er zielt auf den inneren Kern der Integration.,0.0
3539,3539,18_210_2016-12-16,"In diesem Buch Politik ohne Grenzen stehen die Geschichten von 21 Kolleginnen und Kollegen aus diesem Haus mit Einwanderungshintergrund, und zwar parteiübergreifend – es sind auch Kolleginnen und Kollegen von der CDU/CSU dabei –, die beschreiben, wie ihre Wege in die Politik waren.",0.0
3538,3538,18_210_2016-12-16,Es gibt bei der Integration auch Probleme.,0.0
3636,3636,18_218_2017-02-16,"Da können Sie lernen, wie Integration funktioniert.",0.0
3536,3536,18_210_2016-12-16,"Diese Ungleichbehandlung hat einen Namen: Türkenfeindlichkeit, und das grenzt an Rassismus.",0.0
3535,3535,18_210_2016-12-16,Sie stellen mit Ihrem Vorhaben die größte Einwanderungsgruppe unter Generalverdacht.,0.0
3638,3638,18_218_2017-02-16,"Wir brauchen Integration von Anfang an, und zwar für alle.",0.0
3618,3618,18_217_2017-02-15,"Die Stipendiaten erhalten einen Fördergutschein, den sie bei geeigneten Sprachkursträgern einlösen können.",0.0
3617,3617,18_217_2017-02-15,Sprachkurse auf Grundlage der „Richtlinien nach dem Garantiefonds Hochschulbereich“:  Kenntnisse über die Personal- und Beschäftigungsstruktur der Sprachkursträger liegen der Bundesregierung nicht vor.,0.0
3616,3616,18_217_2017-02-15,Daher kann es zu Überschneidungen mit Integrationskurslehrkräften kommen.,0.0
3601,3601,18_217_2017-02-15,"In Bezug auf die Flüchtlingslage in Afrika ist die Bundesregierung mit Maßnahmen zur Fluchtursachenbekämpfung, mit Stabilisierungsmaßnahmen und mit humanitärer Hilfe in vielen betroffenen Staaten präsent.",0.0
3592,3592,18_214_2017-01-25,Prognose für den Asylantrag an.,0.0
3593,3593,18_214_2017-01-25,Lassen Sie mich aber auch noch mal betonen: Anerkannten Flüchtlingen und Asylberechtigten stehen die Instrumente bereits heute offen.,0.0
3587,3587,18_214_2017-01-25,Diese Ergebnisse sind auch für die Integrationsarbeit des Bundes von Interesse.,0.0
3594,3594,18_214_2017-01-25,"Diese entscheiden in diesem Zusammenhang auch, ob Abschiebungen auf dem Luftweg mit einem Linienflug oder einem Charterflug durchgeführt werden sollen.",0.0
3595,3595,18_214_2017-01-25,Beide Personen befanden sich zudem in Abschiebungshaft.,0.0
3586,3586,18_214_2017-01-25,"Die erarbeiteten Kriterien sollen auch nach Projektende dazu dienen, einen Anstoß zu geben, um beispielsweise verbindliche Standards für die Unterbringung und Integration von besonders Schutzbedürftigen zu ermöglichen.",0.0
3596,3596,18_214_2017-01-25,Beteiligung des Bundes an den Ausgaben der Länder für Asylsuchende von der Registrierung bis zur Erteilung eines Bescheides durch das Bundesamt für Migration und Flüchtlinge (BAMF) und pauschale Zahlung in Höhe von 670 Euro je abgelehnten Flüchtling.,0.0
3584,3584,18_214_2017-01-25,"Staatssekretär beim Bundesminister des Innern:  Natürlich hat auch das Bundesamt für Verfassungsschutz entsprechende Kompetenzen, um gerade im Bereich des Terrorismus auch im Vorfeld tätig zu sein.",0.0
3583,3583,18_214_2017-01-25,Dies würde für die zukünftige Zusammenarbeit mit ausländischen Nachrichtendiensten bei der Aufklärung des internationalen Terrorismus und damit für die Auftragserfüllung des Bundesamtes für Verfassungsschutz Nachteile zur Folge haben.,0.0
3581,3581,18_214_2017-01-25,"Der Moscheeverband DITIB, der Ansprechpartner der  Bundesregierung bei der Deutschen Islam Konferenz und beim Integrationsgipfel ist, hat nach Informationen des Kölner Stadt-Anzeigers und der Kölnischen Rundschau – heute gibt es auch eine Meldung der Katholischen Nachrichtenagentur – zwei Prediger bereits Mitte Dezember zurück in die Türkei beordert, die hier in Deutschland für die türkische Regierung spioniert haben.",0.0
3597,3597,18_214_2017-01-25,Für das Jahr 2016 wurde ein Abschlag von insgesamt 2 948 Millionen Euro vereinbart (2 680 Millionen Euro für Asylbewerber und 268 Millionen Euro für abgelehnte Asylbewerber).,0.0
3599,3599,18_217_2017-02-15,"Ich meine damit Personen, die keinen Antrag auf Asyl gestellt haben, sondern hier einen Aufenthaltstitel zum Zwecke der Forschung, eines Doktorandenstudiums etc.",0.0
3600,3600,18_217_2017-02-15,"Die Bundesregierung setzt sich für gerechte Handelsbeziehungen der EU mit Afrika ein und fördert regionale wirtschaftliche Integrationsbemühungen in Afrika, die insbesondere auch den innerafrikanischen Handel stärken.",0.0
3602,3602,18_217_2017-02-15,"Mit welchen Maßnahmen unterfüttert nach Kenntnis der Bundesregierung die Europäische Union in Belarus „eine gewisse Vereinbarung bezüglich der Migration“, wie der dortige Präsident eine Kooperation umschrieb, die unter anderem Gelder für den Bau von Zentren für „illegale“ Migranten sowie für deren Abschiebung vorsieht (dw.com vom 24.",0.0
3565,3565,18_211_2017-01-18,"Aber Sie geben Antworten, und viele beschäftigen sich – das haben wir eben auch bei Herrn Harbarth gehört – intensiv mit den Fragen der Asylpolitik.",0.0
3577,3577,18_211_2017-01-18,"Die durchschnittlich höheren Mieten, die Personen mit Migrationshintergrund nach der Auswertung des Mikrozensus zahlen, sind der Bundesregierung bekannt.",0.0
3603,3603,18_217_2017-02-15,"Januar 2017, „Streit um Migrantenzentren in Weißrussland“), und welchen Stand haben nach Kenntnis der Bundesregierung die seit 2011 autorisierten Verhandlungen der Europäischen Kommission über ein Abschiebeabkommen der Europäischen Union mit Belarus (Bundestagsdrucksache 18/1423, Antwort zu Frage 9)?",0.0
3605,3605,18_217_2017-02-15,Die Zuständigkeit für die Unterbringung von Asylsuchenden und Flüchtlingen liegt bei den Ländern.,0.0
3573,3573,18_211_2017-01-18,"Da brauchen wir eine zentrale Federführung, und zwar im Bereich der Polizei, im Bereich der Nachrichtendienste und auch hinsichtlich der Frage von Abschiebungen.",0.0
3607,3607,18_217_2017-02-15,"Welche empirischen Anhaltspunkte hat die Bundesregierung dafür, dass die Gesamtzahl der Ausreisen (inklusive Abschiebungen) von abgelehnten Asylsuchenden in Bundes ländern, in denen es vergleichsweise mehr Abschiebungen als freiwillige Ausreisen gibt, höher als in anderen Bundesländern ist, und wie ist der geplante Wegfall einer Abschiebungsankündigung nach mehr als einjährig geduldetem Aufenthalt mit dem Grundsatz der Verhältnismäßigkeit, Rechtsstaatlichkeit und Menschenwürde vereinbar (bitte ausführlich darlegen)?",0.0
3608,3608,18_217_2017-02-15,"Nach Kenntnis der Bundesregierung gibt es nur drei Bundesländer, in denen 2016 die Zahl der nach dem Förderprogramm REAG/GARP geförderten freiwilligen Rückkehrer niedriger war als die von Abgeschobenen.",0.0
3609,3609,18_217_2017-02-15,"Die Bundesregierung ist allerdings der Ansicht, dass die Bereitschaft, freiwillig das Land zu verlassen, dann wächst, wenn die konkrete Gefahr negativer Rechtsfolgen besteht, die an die Abschiebung geknüpft sind.",0.0
3610,3610,18_217_2017-02-15,Das Bundesamt für Migration und Flüchtlinge (BAMF) führt keine Statistik zu den individuellen Asylgründen.,0.0
3568,3568,18_211_2017-01-18,"Das bedeutet auch, dass wir den Gefährdern, bei denen sich die Frage der Abschiebung nicht stellt, weil sie beispielsweise einen deutschen Pass haben – das betrifft die Hälfte dieser Gefährder –, 24 Stunden auf den Füßen stehen müssen, und zwar mit den Instrumenten, die wir haben: mit Meldeauflagen, Aufenthaltsbeschränkungen, Näherungsverbot und vielem anderen mehr.",0.0
3611,3611,18_217_2017-02-15,"Zu berücksichtigen ist außerdem, dass die Asylanträge nicht zwingend in der Reihenfolge entschieden werden, in der diese gestellt wurden oder in der die Schutzsuchenden nach Deutschland eingereist sind, sodass kein unmittelbarer zeitlicher Zusammenhang zwischen der Sicherheitslage im Herkunftsland und den Schwankungen bei der Gesamtschutzquote bestehen muss.",0.0
3567,3567,18_211_2017-01-18,"Die Italiener haben die deutschen Behörden nicht darüber informiert, dass Amri ein abgelehnter Asylbewerber war.",0.0
3566,3566,18_211_2017-01-18,Asylpolitik und Sicherheitspolitik müssen aber getrennt voneinander diskutiert werden.,0.0
3613,3613,18_217_2017-02-15,"Asylfolgeanträge gestellt werden, werden diese zumeist (nicht nur im Fall von Afghanistan) auf Fragen des Existenzminimums oder auf Krankheiten gestützt.",0.0
3639,3639,18_218_2017-02-16,Das Asylbewerberleistungsgesetz gehört abgeschafft.,0.0
3531,3531,18_210_2016-12-16,"Gastarbeiter, Migrant,  (Özcan Mutlu [BÜNDNIS 90/DIE GRÜNEN]: Gewerkschafter!)  und heute bin ich Deutscher mit Migrationshintergrund.",0.0
3737,3737,18_226_2017-03-24,"Sie müssen eine Infrastruktur schaffen für Betreuung, Pflege, Teilhabe, Bildung, Integration, Wohnen und Mobilität.",0.0
3528,3528,18_210_2016-12-16,"Wir in der Union sagen: Das Erlernen der deutschen Sprache ist das Mindeste, was wir als Voraussetzung für gelungene Integration brauchen.",0.0
3689,3689,18_218_2017-02-16,"Es gibt eine Reihe von Maßnahmen, die relativ wenig mit der Bekämpfung von Fluchtursachen zu tun haben.",0.0
3690,3690,18_218_2017-02-16,"Was haben solche Maßnahmen, bei denen die Bundesregierung mit Diktaturen zusammenarbeitet, um Migranten und Flüchtlinge zu stoppen, mit der Bekämpfung von Fluchtursachen zu tun?",0.0
3692,3692,18_218_2017-02-16,Schleppern – auch das gehört zur Bekämpfung von Fluchtursachen – muss man das Handwerk legen.,0.0
3697,3697,18_218_2017-02-16,"Konkret sollen die Saisonarbeitnehmerrichtlinie, die ICT-Richtlinie und die REST-Richtlinie im deutschen Aufenthaltsrecht umgesetzt werden.",0.0
3700,3700,18_218_2017-02-16,"Wer also ein neues Einwanderungsgesetz und einfache Regeln fordert, der sollte sich die komplexen EU-Vorgaben ansehen, die Deutschland zwingend umsetzen muss.",0.0
3701,3701,18_218_2017-02-16,"Eine substanzielle Vereinfachung der Einwanderungsregeln ist nur machbar, wenn sie gleichzeitig auf EU-Ebene diskutiert und umgesetzt wird.",0.0
3704,3704,18_218_2017-02-16,"Februar 201721920  (A) (C)  (B) (D)  staaten bisher so, dass die Aufenthaltserlaubnis zum Forschen an einer europäischen Uni nicht für Deutschland galt und sie auch für kurze Forschungsaufenthalte einen eigenen deutschen Aufenthaltstitel beantragen mussten.",0.0
3707,3707,18_218_2017-02-16,Für eine zeitgemäße Migrationspolitik brauchen wir ein solches Einwanderungsgesetz.,0.0
3708,3708,18_218_2017-02-16,"Wenn in einem Einwanderungsland verständliche Regeln fehlen, führt das zu ungeregelter Einwanderung.",0.0
3512,3512,18_210_2016-12-16,Von der Abschiebung betroffen waren auch Minderheitenangehörige.,0.0
3511,3511,18_210_2016-12-16,"Er hat die Abschiebung als „richtig“, „verantwortungsvoll“ und „behutsam“ betitelt.",0.0
3709,3709,18_218_2017-02-16,Doch nicht nur der Integrationsfähigkeit der EU wird zunehmend misstraut.,0.0
3710,3710,18_218_2017-02-16,"Zugleich erodiert die Solidarität zwischen den EU-Mitgliedstaaten, und der Zusammenhalt innerhalb der Gesellschaften bröckelt immer weiter und befeuert den aufflammenden Nationalismus, Rassismus und Neonazismus.",0.0
3508,3508,18_210_2016-12-16,"Das ist kein Selbstgerechtigkeitswettbewerb hier!)  und im Übrigen auch auf die Politik, die diese Bundesregierung im Asylbereich macht.",0.0
3714,3714,18_218_2017-02-16,"Auf die Umsetzung des Beratungsanspruchs für Asylsuchende im Verfahren, auf die Einhaltung der Vorgaben zur Bestimmung sicherer Herkunftsstaaten und auf so manch andere Verbesserung der Situation für Schutzsuchende in Deutschland warten wir jedoch seit geraumer Zeit vergebens.",0.0
3718,3718,18_218_2017-02-16,"Wir brauchen endlich – ich wiederhole es – den Mut zu einem neuen Einwanderungsgesetz, das die Regelungen der Arbeitsmigration liberalisiert, systematisiert, entbürokratisiert und durch die Möglichkeit der angebotsorientierten, das heißt vom Nachweis eines Arbeitsangebots unabhängigen Einwanderung ergänzt.",0.0
3719,3719,18_218_2017-02-16,Staatssekretär beim Bundesminister des Innern: Das Ziel der Bundesregierung ist die wirksame Steuerung der Zuwanderung nach Deutschland.,0.0
3721,3721,18_218_2017-02-16,"Mit diesem Gesetzespaket, das wir heute beraten, leisten wir nun einen Beitrag zur europaweiten Steuerung der Zuwanderung von Arbeitskräften aus Staaten außerhalb Europas nach Deutschland.",0.0
3722,3722,18_218_2017-02-16,Das deutsche Zuwanderungsrecht stellt schon jetzt weltweit eine der offensten und effizientesten Regelungen für Fachkräfte aus Drittstaaten dar.,0.0
3723,3723,18_218_2017-02-16,Hürden für die Zuwanderung hochqualifizierter Arbeitskräfte.,0.0
3506,3506,18_210_2016-12-16,"Vor einer Abschiebung prüft dann noch einmal die Ausländerbehörde, ob es Abschiebungshindernisse gibt.",0.0
3505,3505,18_210_2016-12-16,"Im Asylverfahren prüft das Bundesamt für Migration und Flüchtlinge, wer schutzbedürftig ist.",0.0
3725,3725,18_218_2017-02-16,"Mit welchen Maßnahmen unterfüttert nach Kenntnis der Bundesregierung die Europäische Union in Belarus „eine gewisse Vereinbarung bezüglich der Migration“, wie der dortige Präsident eine Kooperation umschrieb, die unter anderem Gelder für den Bau von Zentren für „illegale“ Migranten sowie für deren Abschiebung vorsieht (dw.com vom 24.",0.0
3726,3726,18_218_2017-02-16,"Januar 2017, „Streit um Migrantenzentren in Weißrussland“), und welchen Stand haben nach Kenntnis der Bundesregierung die seit 2011 autorisierten Verhandlungen der Europäischen Kommission über ein Abschiebeabkommen der Europäischen Union mit Belarus (Bundestagsdrucksache 18/1423, Antwort zu Frage 9)?",0.0
3728,3728,18_218_2017-02-16,Auch Bau und/oder Renovierung von mehreren Unterkünften für Migranten sind vorgesehen.,0.0
3730,3730,18_226_2017-03-24,"Außerdem werden ja auch die jungen Zuwanderer älter, und auch die Kinder, die hier geboren werden, werden älter.",0.0
3733,3733,18_226_2017-03-24,Die Steuerung von Zuwanderung nach Deutschland und die Attraktivität für Fachkräfte haben daher Priorität.,0.0
3503,3503,18_210_2016-12-16,Unter den Abgeschobenen befinden sich aber auch Geflüchtete aus Baden-Württemberg.,0.0
3734,3734,18_226_2017-03-24,Für die Integration von Flüchtlingen in den Ausbildungs- und Arbeitsmarkt wurden geeignete Rahmenbedingungen geschaffen.,0.0
